Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
Vegan Warrior,Native Strength and Iron Nutrition,https://www.nativestrengthandironnutrition.com,Protein Supplements,30g,2.55 out of 3,,14 ,40%,354 out of 446 (bottom third within category),2298 out of 4597 (middle third of all products),October 03,2020,https://instagram.com/nativestrengthironnutrition,,4,116,21.00g,72%,70%,33%,14,16,72,"Vegan Warrior contains 116 calories per serving. Of that, fat accounts for 16.2 calories (1.800g), carbohydrates account for  18 calories (4.50g), and protein accounts for  84 calories (21.00g)."
Vegan Protein,Combat Fuel,https://combat-fuel.co.uk,Protein Supplements,30g,2.55 out of 3,,28 ,0%,355 out of 446 (bottom third within category),2299 out of 4597 (middle third of all products),September 07,2020,https://instagram.com/combatfuel,,2,106,24.00g,91%,80%,33%,6,7,91,"Vegan Protein contains 106 calories per serving. Of that, fat accounts for 6.3 calories (0.700g), carbohydrates account for  7.2 calories (1.80g), and protein accounts for  96 calories (24.00g)."
Vegan Wondershake,The Protein Works,https://www.theproteinworks.com,Protein Supplements,25g,2.53 out of 3,,19 ,0%,356 out of 446 (bottom third within category),2300 out of 4597 (middle third of all products),December 06,2020,https://instagram.com/theproteinworks,,4,89,21.00g,94%,84%,33%,7,6,94,"Vegan Wondershake contains 89 calories per serving. Of that, fat accounts for 6.3 calories (0.700g), carbohydrates account for  5.2 calories (1.30g), and protein accounts for  84 calories (21.00g)."
Vegan Pro,Applied Nutrition,https://www.appliednutrition.uk/,Protein Supplements,30g,2.53 out of 3,,19 ,0%,357 out of 446 (bottom third within category),2301 out of 4597 (middle third of all products),January 02,2021,https://instagram.com/appliednutrition.uk,,4,106.6,24.61g,92%,82%,33%,7,7,92,"Vegan Pro contains 106.6 calories per serving. Of that, fat accounts for 7.74 calories (0.860g), carbohydrates account for  7.8 calories (1.95g), and protein accounts for  98.44 calories (24.61g)."
Isobolic,Nutrabolics,https://www.nutrabolics.com,Protein Supplements,32g,2.53 out of 3,,55 ,43%,358 out of 446 (bottom third within category),2304 out of 4597 (middle third of all products),December 25,2020,https://instagram.com/nutrabolics,,4,125,25.00g,80%,78%,33%,7,13,80,"Isobolic contains 125 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
Gorilla Mode Protein,Gorilla Mind,https://www.gorillamind.com/,Protein Supplements,37.7g,2.53 out of 3,,73.33 ,40%,359 out of 446 (bottom third within category),2305 out of 4597 (middle third of all products),December 23,2021,https://instagram.com/gorilla_mind,,3,130,24.00g,74%,64%,0%,10,12,74,"Gorilla Mode Protein contains 130 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Evofusion,Evogen Nutrition,https://www.evogennutrition.com/,Protein Supplements,35g,2.53 out of 3,,73.33 ,43%,360 out of 446 (bottom third within category),2306 out of 4597 (middle third of all products),October 12,2020,https://instagram.com/evogennutrition,,3,140,24.00g,69%,69%,33%,19,11,69,"Evofusion contains 140 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
100% All Pro,Muscle Beach,https://musclebeach.com,Protein Supplements,38.9g,2.53 out of 3,,73.33 ,20%,361 out of 446 (bottom third within category),2308 out of 4597 (middle third of all products),February 28,2021,https://instagram.com/musclebeach,,3,160,27.00g,68%,69%,33%,17,15,68,"100 Percent All Pro contains 160 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  108 calories (27.00g)."
Stacked Protein,Evlution Nutrition,https://www.evlnutrition.com/,Protein Supplements,39.3g,2.5 out of 3,,75 ,0%,362 out of 446 (bottom third within category),2309 out of 4597 (middle third of all products),August 29,2020,https://instagram.com/evlsports,,4,160,25.00g,63%,64%,100%,17,15,63,"Stacked Protein contains 160 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  100 calories (25.00g)."
MyoFusion,Gaspari Nutrition,https://gasparinutrition.com,Protein Supplements,38g,2.5 out of 3,,60 ,38%,363 out of 446 (bottom third within category),2310 out of 4597 (middle third of all products),October 18,2020,https://instagram.com/gaspari,,5,150,25.00g,67%,66%,100%,15,16,67,"MyoFusion contains 150 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  24 calories (6.00g), and protein accounts for  100 calories (25.00g)."
Your Whey,Out Angled,https://outangled.com,Protein Supplements,30g,2.4 out of 3,,80 ,25%,364 out of 446 (bottom third within category),2319 out of 4597 (middle third of all products),July 24,2021,https://instagram.com/outangled,,3,130,21.00g,65%,70%,33%,14,9,65,"Your Whey contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  84 calories (21.00g)."
Whey-PRO,Steel Supplements,https://steelsupplements.com/,Protein Supplements,30g,2.4 out of 3,,80 ,25%,365 out of 446 (bottom third within category),2320 out of 4597 (middle third of all products),December 20,2020,https://instagram.com/steelsupplements,,3,125,20.00g,64%,67%,33%,11,10,64,"Whey-PRO contains 125 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  80 calories (20.00g)."
Whey Protein Formula,E-MAX Nutrition,https://emaxnutrition.com,Protein Supplements,30g,2.4 out of 3,,80 ,0%,366 out of 446 (bottom third within category),2321 out of 4597 (middle third of all products),March 21,2021,https://instagram.com/emaxnutrition,,1,128,22.00g,69%,73%,33%,12,18,69,"Whey Protein Formula contains 128 calories per serving. Of that, fat accounts for 15.3 calories (1.700g), carbohydrates account for  22.8 calories (5.70g), and protein accounts for  88 calories (22.00g)."
Whey Protein,Tytanos Nutrition,https://tytanos.com,Protein Supplements,30g,2.4 out of 3,,80 ,0%,367 out of 446 (bottom third within category),2322 out of 4597 (middle third of all products),April 07,2021,https://instagram.com/tytanos_uk,,1,124.63,21.02g,67%,70%,33%,16,14,67,"Whey Protein contains 124.63 calories per serving. Of that, fat accounts for 19.98 calories (2.220g), carbohydrates account for  18 calories (4.50g), and protein accounts for  84.08 calories (21.02g)."
Whey,Mutant,https://www.iammutant.com,Protein Supplements,37g,2.4 out of 3,,80 ,33%,368 out of 446 (bottom third within category),2323 out of 4597 (middle third of all products),September 26,2020,https://instagram.com/mutantnation,,3,150,22.00g,59%,59%,100%,15,21,59,"Whey contains 150 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  32 calories (8.00g), and protein accounts for  88 calories (22.00g)."
Slim Whey,Muscle Sport,https://musclesport.com,Protein Supplements,35g,2.4 out of 3,,80 ,18%,369 out of 446 (bottom third within category),2324 out of 4597 (middle third of all products),October 20,2020,https://instagram.com/musclesportusa,,2,100,20.00g,80%,57%,33%,9,8,80,"Slim Whey contains 100 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  80 calories (20.00g)."
Performance Whey,Optimum Nutrition,https://www.optimumnutrition.com/,Protein Supplements,39g,2.4 out of 3,,80 ,0%,370 out of 446 (bottom third within category),2325 out of 4597 (middle third of all products),August 29,2020,https://instagram.com/optimumnutrition,,3,160,22.00g,55%,56%,100%,23,23,55,"Performance Whey contains 160 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  36 calories (9.00g), and protein accounts for  88 calories (22.00g)."
Nitro Tech Power,MuscleTech,https://www.muscletech.com/,Protein Supplements,47g,2.4 out of 3,,80 ,75%,371 out of 446 (bottom third within category),2326 out of 4597 (middle third of all products),September 05,2020,https://instagram.com/muscletech,,2,160,30.00g,75%,64%,33%,20,8,75,"Nitro Tech Power contains 160 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  120 calories (30.00g)."
New Zealand Whey (Dark Chocolate),ATP Lab,https://atplab.com,Protein Supplements,38g,2.4 out of 3,,80 ,75%,372 out of 446 (bottom third within category),2327 out of 4597 (middle third of all products),October 05,2020,https://instagram.com/atp_labs,,1,149,24.00g,64%,63%,100%,19,10,64,"New Zealand Whey (Dark Chocolate) contains 149 calories per serving. Of that, fat accounts for 28.8 calories (3.200g), carbohydrates account for  15.6 calories (3.90g), and protein accounts for  96 calories (24.00g)."
Machine Whey,MTS Nutrition,https://mtsnutrition.com/,Protein Supplements,38g,2.4 out of 3,,80 ,60%,373 out of 446 (bottom third within category),2329 out of 4597 (middle third of all products),October 11,2020,https://instagram.com/mtsnutrition,,2,153,25.00g,65%,66%,100%,21,16,65,"Machine Whey contains 153 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  24 calories (6.00g), and protein accounts for  100 calories (25.00g)."
Loaded Protein,Ryse,https://rysesupps.com,Protein Supplements,38.7g,2.4 out of 3,,80 ,50%,374 out of 446 (bottom third within category),2330 out of 4597 (middle third of all products),December 17,2021,https://instagram.com/ryse_supps,,2,150,25.00g,67%,65%,100%,18,13,67,"Loaded Protein contains 150 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  100 calories (25.00g)."
Lean Body,Labrada Nutrition,https://www.labrada.com,Protein Supplements,42g,2.4 out of 3,,80 ,67%,375 out of 446 (bottom third within category),2331 out of 4597 (middle third of all products),January 30,2022,https://instagram.com/labradanutrition,,1,170,25.00g,59%,60%,100%,19,24,59,"Lean Body contains 170 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  40 calories (10.00g), and protein accounts for  100 calories (25.00g)."
Isolate Protein,SirenLabs,https://fitlifebrands.com/shop-by-brand/sirenlabs/,Protein Supplements,31.83g,2.4 out of 3,,80 ,38%,376 out of 446 (bottom third within category),2332 out of 4597 (middle third of all products),April 07,2021,https://instagram.com/siren_labs,,2,110,20.00g,73%,63%,0%,4,11,73,"Isolate Protein contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  80 calories (20.00g)."
ISOBURN,BSN,https://www.gobsn.com/,Protein Supplements,30g,2.4 out of 3,,80 ,17%,377 out of 446 (bottom third within category),2333 out of 4597 (middle third of all products),September 05,2020,https://instagram.com/bsnsupplements,,1,120,20.00g,67%,67%,33%,15,20,67,"ISOBURN contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  80 calories (20.00g)."
D1ESEL,1 Mission Nutrition,https://1missionnutrition.com/,Protein Supplements,36g,2.4 out of 3,,80 ,0%,378 out of 446 (bottom third within category),2337 out of 4597 (middle third of all products),August 29,2020,https://instagram.com/1missionnutrition,,2,150,24.00g,64%,67%,33%,12,11,64,"D1ESEL contains 150 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
APEX,Perfect Sports,https://perfectsports.com,Protein Supplements,46g,2.4 out of 3,,80 ,75%,379 out of 446 (bottom third within category),2338 out of 4597 (middle third of all products),September 06,2020,https://instagram.com/perfectsportstm,,1,210,30.00g,57%,65%,100%,39,6,57,"APEX contains 210 calories per serving. Of that, fat accounts for 81 calories (9.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  120 calories (30.00g)."
100% Whey Protein,Evlution Nutrition,https://www.evlnutrition.com/,Protein Supplements,38.9g,2.4 out of 3,,80 ,0%,380 out of 446 (bottom third within category),2340 out of 4597 (middle third of all products),August 29,2020,https://instagram.com/evlsports,,2,150,25.00g,67%,64%,100%,12,21,67,"100 Percent Whey Protein contains 150 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  32 calories (8.00g), and protein accounts for  100 calories (25.00g)."
100% Whey Extreme,The Protein Works,https://www.theproteinworks.com,Protein Supplements,35g,2.4 out of 3,,80 ,0%,381 out of 446 (bottom third within category),2341 out of 4597 (middle third of all products),December 06,2020,https://instagram.com/theproteinworks,,3,123,23.30g,76%,67%,33%,16,7,76,"100 Percent Whey Extreme contains 123 calories per serving. Of that, fat accounts for 19.8 calories (2.200g), carbohydrates account for  9.2 calories (2.30g), and protein accounts for  93.2 calories (23.30g)."
100% Whey,Labrada Nutrition,https://www.labrada.com,Protein Supplements,38g,2.4 out of 3,,80 ,67%,382 out of 446 (bottom third within category),2342 out of 4597 (middle third of all products),January 30,2022,https://instagram.com/labradanutrition,,1,140,24.00g,69%,63%,100%,19,14,69,"100 Percent Whey contains 140 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  96 calories (24.00g)."
Whey Protein 360,The Protein Works,https://www.theproteinworks.com,Protein Supplements,30g,2.33 out of 3,,55.2 ,0%,383 out of 446 (bottom third within category),2350 out of 4597 (middle third of all products),December 06,2020,https://instagram.com/theproteinworks,,5,117,23.00g,79%,77%,33%,15,7,79,"Whey Protein 360 contains 117 calories per serving. Of that, fat accounts for 17.1 calories (1.900g), carbohydrates account for  7.6 calories (1.90g), and protein accounts for  92 calories (23.00g)."
Insane Whey,Muscle Junkie,https://www.musclejunkie.co.za,Protein Supplements,31g,2.33 out of 3,,69 ,50%,384 out of 446 (bottom third within category),2353 out of 4597 (middle third of all products),March 22,2021,https://instagram.com/muscle.junkie,,4,97.8,20.00g,82%,65%,33%,10,8,82,"Insane Whey contains 97.8 calories per serving. Of that, fat accounts for 9.9 calories (1.100g), carbohydrates account for  8 calories (2.00g), and protein accounts for  80 calories (20.00g)."
Whey Protein 360 Extreme,The Protein Works,https://www.theproteinworks.com,Protein Supplements,35g,2.3 out of 3,,49 ,60%,385 out of 446 (bottom third within category),2356 out of 4597 (middle third of all products),December 06,2020,https://instagram.com/theproteinworks,,4,134,27.00g,81%,77%,33%,13,6,81,"Whey Protein 360 Extreme contains 134 calories per serving. Of that, fat accounts for 17.1 calories (1.900g), carbohydrates account for  8 calories (2.00g), and protein accounts for  108 calories (27.00g)."
Vegan Protein Extreme,The Protein Works,https://www.theproteinworks.com,Protein Supplements,35g,2.3 out of 3,,14 ,38%,386 out of 446 (bottom third within category),2357 out of 4597 (middle third of all products),December 06,2020,https://instagram.com/theproteinworks,,4,129,28.00g,87%,80%,33%,5,6,87,"Vegan Protein Extreme contains 129 calories per serving. Of that, fat accounts for 6.3 calories (0.700g), carbohydrates account for  7.2 calories (1.80g), and protein accounts for  112 calories (28.00g)."
Performance Whey,American Made Nutrition,https://www.americanmadenutrition.com,Protein Supplements,28.4g,2.28 out of 3,,50 ,36%,387 out of 446 (bottom third within category),2367 out of 4597 (middle third of all products),October 11,2020,https://instagram.com/americanmadenutrition,,6,122,22.00g,72%,77%,33%,11,13,72,"Performance Whey contains 122 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  88 calories (22.00g)."
Ascend Protein,New Dimension Supplement Club,https://ndsclub.com,Protein Supplements,33g,2.28 out of 3,,50 ,45%,388 out of 446 (bottom third within category),2372 out of 4597 (middle third of all products),September 06,2020,https://instagram.com/newdimensionsupplements,,6,130,22.00g,68%,67%,100%,14,18,68,"Ascend Protein contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  88 calories (22.00g)."
Whey,Evolved Nutrition,https://www.evolvednutrition.co.uk,Protein Supplements,30g,2.25 out of 3,,38.67 ,0%,389 out of 446 (bottom third within category),2375 out of 4597 (middle third of all products),December 01,2020,https://instagram.com/evolvednutritionofficial,,3,117,24.00g,82%,80%,33%,9,9,82,"Whey contains 117 calories per serving. Of that, fat accounts for 10.8 calories (1.200g), carbohydrates account for  10 calories (2.50g), and protein accounts for  96 calories (24.00g)."
Diet Whey Protein,Gene Blast Nutrition,https://geneblast.com,Protein Supplements,39g,2.25 out of 3,,38.67 ,63%,390 out of 446 (bottom third within category),2377 out of 4597 (middle third of all products),December 24,2021,https://instagram.com/geneblastnutrition,,3,144,31.00g,86%,79%,33%,6,7,86,"Diet Whey Protein contains 144 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  10 calories (2.50g), and protein accounts for  124 calories (31.00g)."
Beast Protein,Beast Sports Nutrition,https://beastsports.com/,Protein Supplements,34.87g,2.2 out of 3,,64 ,25%,391 out of 446 (bottom third within category),2407 out of 4597 (middle third of all products),December 17,2020,https://instagram.com/beastsportsnutrition,,5,140,25.00g,71%,72%,33%,10,11,71,"Beast Protein contains 140 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
Proven Egg,Gaspari Nutrition,https://gasparinutrition.com,Protein Supplements,34g,1 out of 3,,20 ,83%,392 out of 446 (bottom third within category),3147 out of 4597 (bottom third of all products),October 19,2020,https://instagram.com/gaspari,,1,110,25.00g,91%,74%,100%,0,7,91,"Proven Egg contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
Gold Standard 100% Egg Protein,Optimum Nutrition,https://www.optimumnutrition.com/,Protein Supplements,34g,1 out of 3,,20 ,0%,393 out of 446 (bottom third within category),3148 out of 4597 (bottom third of all products),August 29,2020,https://instagram.com/optimumnutrition,,1,120,24.00g,80%,71%,100%,4,13,80,"Gold Standard 100 Percent Egg Protein contains 120 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Egg White Protein,Bowmar Nutrition,https://bowmarnutrition.com/,Protein Supplements,33g,1 out of 3,,20 ,83%,394 out of 446 (bottom third within category),3149 out of 4597 (bottom third of all products),November 26,2020,https://instagram.com/bowmar_nutrition,,1,110,25.00g,91%,76%,100%,0,4,91,"Egg White Protein contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
Vegan Protein,Bare Performance Nutrition,https://www.bareperformancenutrition.com/,Protein Supplements,31.7g,3 out of 3,,5 ,33%,395 out of 446 (bottom third within category),3150 out of 4597 (bottom third of all products),December 15,2020,https://instagram.com/bpnsupps,,4,130,20.00g,62%,63%,100%,31,9,62,"Vegan Protein contains 130 calories per serving. Of that, fat accounts for 40.5 calories (4.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  80 calories (20.00g)."
Vegan Protein,Vita Hustle,https://vitahustle.com,Protein Supplements,32.5g,3 out of 3,,6.67 ,50%,396 out of 446 (bottom third within category),3151 out of 4597 (bottom third of all products),October 05,2020,https://instagram.com/getvitahustle,,3,130,21.00g,65%,65%,100%,7,12,65,"Vegan Protein contains 130 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  84 calories (21.00g)."
Truefit Plant,RSP Nutrition,https://rspnutrition.com/,Protein Supplements,38g,3 out of 3,,5 ,50%,397 out of 446 (bottom third within category),3152 out of 4597 (bottom third of all products),March 31,2021,https://instagram.com/rspnutrition,,4,150,20.00g,53%,53%,100%,21,29,53,"Truefit Plant contains 150 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  44 calories (11.00g), and protein accounts for  80 calories (20.00g)."
The Plant Protein,Myprotein,https://www.myprotein.com,Protein Supplements,41.8g,3 out of 3,,6.67 ,0%,398 out of 446 (bottom third within category),3153 out of 4597 (bottom third of all products),August 29,2020,https://instagram.com/myproteinus,,3,160,25.00g,63%,60%,100%,11,20,63,"The Plant Protein contains 160 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  32 calories (8.00g), and protein accounts for  100 calories (25.00g)."
R1 Plant Protein,Rule 1,https://www.ruleoneproteins.com,Protein Supplements,30.5g,3 out of 3,,5 ,43%,399 out of 446 (bottom third within category),3154 out of 4597 (bottom third of all products),September 05,2020,https://instagram.com/ruleoneproteins,,4,120,20.00g,67%,66%,100%,15,13,67,"R1 Plant Protein contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  80 calories (20.00g)."
Pro Vegan,FitFormula Wellness,https://fitformulawellness.com,Protein Supplements,29.8g,3 out of 3,,10 ,100%,400 out of 446 (bottom third within category),3155 out of 4597 (bottom third of all products),September 07,2020,https://instagram.com/fitformulawellness,,2,120,19.00g,63%,64%,33%,23,10,63,"Pro Vegan contains 120 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  76 calories (19.00g)."
Plant Protein,Swolverine,https://swolverine.com,Protein Supplements,35g,3 out of 3,,4 ,100%,401 out of 446 (bottom third within category),3156 out of 4597 (bottom third of all products),December 25,2021,https://instagram.com/swolverine,,5,130,21.00g,65%,60%,33%,21,22,65,"Plant Protein contains 130 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  28 calories (7.00g), and protein accounts for  84 calories (21.00g)."
Plant Protein,Vedge Nutrition,https://www.vedgenutrition.com,Protein Supplements,40.1g,3 out of 3,,6.67 ,50%,402 out of 446 (bottom third within category),3157 out of 4597 (bottom third of all products),October 11,2020,https://instagram.com/vedgenutrition,,3,180,25.00g,56%,62%,100%,20,9,56,"Plant Protein contains 180 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
Plant Pro 100,RIVALUS,https://www.rivalus.net,Protein Supplements,33.5g,3 out of 3,,4 ,38%,403 out of 446 (bottom third within category),3158 out of 4597 (bottom third of all products),September 07,2020,https://instagram.com/rivalus,,5,120,20.00g,67%,60%,100%,11,20,67,"Plant Pro 100 contains 120 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  24 calories (6.00g), and protein accounts for  80 calories (20.00g)."
Veggie Protein,BPI Sports,https://bpisports.com/,Protein Supplements,36g,2.75 out of 3,,20 ,60%,404 out of 446 (bottom third within category),3159 out of 4597 (bottom third of all products),December 17,2020,https://instagram.com/bpi_sports,,2,120,20.00g,67%,56%,100%,15,30,67,"Veggie Protein contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  36 calories (9.00g), and protein accounts for  80 calories (20.00g)."
Vegan Protein Powder (Men),Dr. Emil Nutrition,https://www.dremilnutrition.com,Protein Supplements,28.4g,2.75 out of 3,,13.33 ,46%,405 out of 446 (bottom third within category),3160 out of 4597 (bottom third of all products),July 24,2021,https://instagram.com/dremilnutrition,,3,120,19.00g,63%,67%,33%,30,7,63,"Vegan Protein Powder (Men) contains 120 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  76 calories (19.00g)."
Vegan Protein,Arms Race Nutrition,https://www.armsracenutrition.com/,Protein Supplements,31.5g,2.75 out of 3,,20 ,60%,406 out of 446 (bottom third within category),3161 out of 4597 (bottom third of all products),November 03,2022,https://instagram.com/armsracenutrition,,2,120,20.00g,67%,63%,100%,23,10,67,"Vegan Protein contains 120 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  80 calories (20.00g)."
Vegan Protein,HTLT Supplements,https://www.htltsupps.com,Protein Supplements,32.9g,2.75 out of 3,,20 ,60%,407 out of 446 (bottom third within category),3162 out of 4597 (bottom third of all products),December 21,2021,https://instagram.com/htltsupps,,2,130,21.00g,65%,64%,100%,21,15,65,"Vegan Protein contains 130 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  84 calories (21.00g)."
Vegan Complete PRO,Onest Health,https://onesthealth.com,Protein Supplements,36.7g,2.75 out of 3,,6.67 ,33%,408 out of 446 (bottom third within category),3163 out of 4597 (bottom third of all products),September 26,2020,https://instagram.com/onesthealth,,6,130,24.00g,74%,65%,33%,21,9,74,"Vegan Complete PRO contains 130 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  96 calories (24.00g)."
Vegan Blend,Myprotein,https://www.myprotein.com,Protein Supplements,34g,2.75 out of 3,,20 ,0%,409 out of 446 (bottom third within category),3164 out of 4597 (bottom third of all products),August 27,2020,https://instagram.com/myproteinus,,2,150,21.00g,56%,62%,100%,6,37,56,"Vegan Blend contains 150 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  56 calories (14.00g), and protein accounts for  84 calories (21.00g)."
Sports Plant Protein,True Athlete,https://www.vitaminshoppe.com/b/true-athlete,Protein Supplements,40g,2.75 out of 3,,10 ,60%,410 out of 446 (bottom third within category),3165 out of 4597 (bottom third of all products),March 30,2021,,,4,160,24.00g,60%,60%,100%,23,13,60,"Sports Plant Protein contains 160 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  96 calories (24.00g)."
Recover,B10 Elite Nutrition,https://b10nutrition.com,Protein Supplements,36g,2.75 out of 3,,10 ,71%,411 out of 446 (bottom third within category),3166 out of 4597 (bottom third of all products),June 13,2021,https://instagram.com/b10nutrition,,4,110,20.00g,73%,56%,33%,16,7,73,"Recover contains 110 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  80 calories (20.00g)."
Raw Vegan Protein,Raw Nutrition,https://getrawnutrition.com,Protein Supplements,33g,2.75 out of 3,,10 ,69%,412 out of 446 (bottom third within category),3167 out of 4597 (bottom third of all products),September 15,2020,https://instagram.com/getrawnutrition,,4,110,20.00g,73%,61%,33%,16,7,73,"Raw Vegan Protein contains 110 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  80 calories (20.00g)."
Proven Vegan,Gaspari Nutrition,https://gasparinutrition.com,Protein Supplements,40g,2.75 out of 3,,13.33 ,0%,413 out of 446 (bottom third within category),3168 out of 4597 (bottom third of all products),October 19,2020,https://instagram.com/gaspari,,3,160,22.00g,55%,55%,100%,23,15,55,"Proven Vegan contains 160 calories per serving. Of that, fat accounts for 36 calories (4.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  88 calories (22.00g)."
Premium Vegan Protein,Extend Nutrition,https://extendbar.com,Protein Supplements,35g,2.75 out of 3,,13.33 ,33%,414 out of 446 (bottom third within category),3169 out of 4597 (bottom third of all products),December 30,2020,https://instagram.com/extendnutrition,,3,140,20.00g,57%,57%,100%,23,23,57,"Premium Vegan Protein contains 140 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  32 calories (8.00g), and protein accounts for  80 calories (20.00g)."
Plant Perform,Pro Supps,https://www.prosupps.com,Protein Supplements,37.9g,2.75 out of 3,,13.33 ,43%,415 out of 446 (bottom third within category),3170 out of 4597 (bottom third of all products),March 29,2021,https://instagram.com/prosupps,,3,150,25.00g,67%,66%,100%,21,8,67,"Plant Perform contains 150 calories per serving. Of that, fat accounts for 31.5 calories (3.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
