Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
Ferodrox,Kaged Muscle,https://www.kagedmuscle.com/,Testosterone Boosters,"2 capsules
",1.85 out of 3,6,24 ,100%,102 out of 286 (middle third within category),"2,894 out of 4,597 (middle third of all products)",April 08,2019,https://instagram.com/kagedmusclesupps,,,,,,,,,,,
Adapt Test,Kilo Labs,https://thekilolabs.com,Testosterone Boosters,"4 capsules
",1.85 out of 3,6,20 ,100%,103 out of 286 (middle third within category),"2,899 out of 4,597 (middle third of all products)",January 23,2022,https://instagram.com/thekilolabs,,,,,,,,,,,
Testrol Gold ES,GAT Sport,https://gatsport.com/,Testosterone Boosters,"2 tablets
",1.84 out of 3,19,17 ,100%,104 out of 286 (middle third within category),"2,902 out of 4,597 (middle third of all products)",April 06,2020,https://instagram.com/gatsupplements,,,,,,,,,,,
Testolyze,Species Nutrition,https://speciesnutrition.com,Testosterone Boosters,"6 capsules
",1.83 out of 3,12,19 ,100%,105 out of 286 (middle third within category),"2,912 out of 4,597 (middle third of all products)",August 24,2020,https://instagram.com/speciesnutrition,,,,,,,,,,,
Sergeant Steel,Assault Labs,https://assault-labs.com,Testosterone Boosters,"5 capsules
",1.83 out of 3,15,25 ,100%,106 out of 286 (middle third within category),"2,914 out of 4,597 (middle third of all products)",April 05,2021,https://instagram.com/assaultlabs,,,,,,,,,,,
Blue Up,Controlled Labs,https://www.controlledlabs.com,Testosterone Boosters,"2 capsules
",1.83 out of 3,4,50 ,25%,107 out of 286 (middle third within category),"2,919 out of 4,597 (middle third of all products)",September 26,2020,https://instagram.com/controlledlabs,,,,,,,,,,,
Alpha Gainz,Alpha Breed,https://alphabreednutrition.com/,Testosterone Boosters,"2 capsules
",1.83 out of 3,10,22 ,100%,108 out of 286 (middle third within category),"2,920 out of 4,597 (middle third of all products)",March 19,2020,https://instagram.com/alphabreednutrition,,,,,,,,,,,
Alpha Enhancer V1,TW Nutrition,,Testosterone Boosters,"2 tablets
",1.83 out of 3,17,13 ,24%,109 out of 286 (middle third within category),"2,921 out of 4,597 (middle third of all products)",April 22,2019,,Alpha Enhancer V1 shares at least 75% of its ingredient profile with 4 other products,,,,,,,,,,
Thunderstruck,Psycho Pharma,https://www.psychopharma.com/,Testosterone Boosters,"4 capsules
",1.82 out of 3,15,18 ,100%,110 out of 286 (middle third within category),"2,924 out of 4,597 (middle third of all products)",December 18,2020,https://instagram.com/psychopharma,,,,,,,,,,,
Pro Test MAX,1UP Nutrition,https://1upnutrition.com,Testosterone Boosters,"3 capsules
",1.82 out of 3,12,22 ,100%,111 out of 286 (middle third within category),"2,926 out of 4,597 (middle third of all products)",December 14,2020,https://instagram.com/1upnutrition,,,,,,,,,,,
Mito Male,OuroVitae,https://www.ourovitae.com/,Testosterone Boosters,7g,1.82 out of 3,6,22 ,100%,112 out of 286 (middle third within category),"2,929 out of 4,597 (middle third of all products)",May 29,2020,,,,,,,,,,,,
Ultra Roar,Ultra Performance Sports,https://upnutritions.com,Testosterone Boosters,"4 capsules
",1.81 out of 3,9,29 ,100%,113 out of 286 (middle third within category),"2,936 out of 4,597 (middle third of all products)",January 23,2022,https://instagram.com/ultraperformance_sports,Ultra Roar shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Super Testo,Supplerman,https://www.supplerman.com,Testosterone Boosters,"4 capsules
",1.81 out of 3,11,27 ,100%,114 out of 286 (middle third within category),"2,938 out of 4,597 (middle third of all products)",October 02,2021,https://instagram.com/supplerman,,,,,,,,,,,
Prototype,American Made Nutrition,https://www.americanmadenutrition.com,Testosterone Boosters,"3 capsules
",1.81 out of 3,10,20 ,100%,115 out of 286 (middle third within category),"2,943 out of 4,597 (middle third of all products)",October 11,2020,https://instagram.com/americanmadenutrition,,,,,,,,,,,
Peak Force,MFIT Supps,https://www.mfitsupps.com,Testosterone Boosters,"4 capsules
",1.81 out of 3,7,34 ,100%,116 out of 286 (middle third within category),"2,944 out of 4,597 (middle third of all products)",March 23,2021,https://instagram.com/mfit.supps,,,,,,,,,,,
Alpha Test Booster,Chaos Crew,https://bringthechaos.com/,Testosterone Boosters,"2 capsules
",1.81 out of 3,9,29 ,100%,117 out of 286 (middle third within category),"2,949 out of 4,597 (middle third of all products)",May 08,2022,https://instagram.com/chaos_crew7,,,,,,,,,,,
T-Bol,V1 Nutra,https://v1nutra.com,Testosterone Boosters,"2 capsules
",1.80 out of 3,3,14 ,100%,118 out of 286 (middle third within category),"2,952 out of 4,597 (middle third of all products)",April 17,2022,https://instagram.com/v1nutra,,,,,,,,,,,
Man The Fck Up,Liberty Labz,https://www.libertylabz.com,Testosterone Boosters,"3 capsules
",1.80 out of 3,12,27 ,100%,119 out of 286 (middle third within category),"2,960 out of 4,597 (middle third of all products)",July 18,2020,https://instagram.com/libertylabz,,,,,,,,,,,
Fortest,Olimp Sport Nutrition,https://olimpsport.com,Testosterone Boosters,"4 capsules
",1.80 out of 3,8,11 ,100%,120 out of 286 (middle third within category),"2,967 out of 4,597 (middle third of all products)",March 09,2021,https://instagram.com/olimp_sport_nutrition,,,,,,,,,,,
Alpha King Supreme (old formula),Force Factor,https://forcefactor.com,Testosterone Boosters,"3 tablets
",1.80 out of 3,11,23 ,100%,121 out of 286 (middle third within category),"2,971 out of 4,597 (middle third of all products)",March 31,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Alpha Force,Team Muscle Force,https://teammuscleforce.com,Testosterone Boosters,"8 capsules
",1.80 out of 3,10,22 ,100%,122 out of 286 (middle third within category),"2,972 out of 4,597 (middle third of all products)",December 21,2020,https://instagram.com/team_muscleforce,,,,,,,,,,,
Testo Rulz,Muscle Rulz,https://musclerulz.com,Testosterone Boosters,"2 tablets
",1.79 out of 3,14,17 ,100%,123 out of 286 (middle third within category),"2,975 out of 4,597 (middle third of all products)",January 31,2022,https://instagram.com/musclerulz,Testo Rulz shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Testro-X,UMZU,https://umzu.com/,Testosterone Boosters,"3 capsules
",1.78 out of 3,9,24 ,100%,124 out of 286 (middle third within category),"2,982 out of 4,597 (middle third of all products)",May 28,2020,,,,,,,,,,,,
Test X180 Ignite Pro,Force Factor,https://forcefactor.com,Testosterone Boosters,"1 tablet
",1.78 out of 3,12,35 ,100%,125 out of 286 (middle third within category),"2,983 out of 4,597 (middle third of all products)",April 01,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Test Booster,Grizzly Supplements,https://www.grizzlysupplements.com,Testosterone Boosters,"6 capsules
",1.78 out of 3,9,22 ,100%,126 out of 286 (middle third within category),"2,984 out of 4,597 (middle third of all products)",December 24,2021,https://instagram.com/grizzlysupplements,,,,,,,,,,,
AGGRO,Nutrabolics,https://www.nutrabolics.com,Testosterone Boosters,"8 capsules
",1.78 out of 3,11,24 ,100%,127 out of 286 (middle third within category),"2,992 out of 4,597 (middle third of all products)",December 25,2020,https://instagram.com/nutrabolics,,,,,,,,,,,
Viradex XT,Gaspari Nutrition,https://gasparinutrition.com,Testosterone Boosters,"3 capsules
",1.77 out of 3,12,16 ,100%,128 out of 286 (middle third within category),"2,994 out of 4,597 (middle third of all products)",October 18,2020,https://instagram.com/gaspari,,,,,,,,,,,
Testo,Adapt Nutrition,https://adaptnutrition.co.uk/,Testosterone Boosters,"4 capsules
",1.77 out of 3,11,25 ,100%,129 out of 286 (middle third within category),"2,995 out of 4,597 (middle third of all products)",April 26,2019,https://instagram.com/bestrongadapt,,,,,,,,,,,
Ryse Test Boost,Ryse,https://rysesupps.com,Testosterone Boosters,"4 capsules
",1.76 out of 3,8,30 ,100%,130 out of 286 (middle third within category),"3,008 out of 4,597 (middle third of all products)",January 05,2020,https://instagram.com/ryse_supps,,,,,,,,,,,
Anabolic Freak 2.0,PharmaFreak,https://pharmafreak.com,Testosterone Boosters,"6 capsules
",1.76 out of 3,10,24 ,100%,131 out of 286 (middle third within category),"3,016 out of 4,597 (middle third of all products)",January 23,2021,https://instagram.com/pharmafreak,,,,,,,,,,,
True-T,Transform Supplements,https://transformsupplements.com,Testosterone Boosters,"2 capsules
",1.75 out of 3,9,25 ,100%,132 out of 286 (middle third within category),"3,019 out of 4,597 (middle third of all products)",January 23,2021,https://instagram.com/transformsupps,,,,,,,,,,,
Manpower,Axe and Sledge,https://axeandsledge.com/,Testosterone Boosters,"3 capsules
",1.75 out of 3,9,16 ,100%,133 out of 286 (middle third within category),"3,021 out of 4,597 (middle third of all products)",April 05,2020,https://instagram.com/axeandsledge,,,,,,,,,,,
God Like,God Status Labz,https://godstatuslabz.com/,Testosterone Boosters,"7 capsules
",1.75 out of 3,10,15 ,100%,134 out of 286 (middle third within category),"3,024 out of 4,597 (middle third of all products)",January 24,2021,https://instagram.com/godstatuslabz,,,,,,,,,,,
3CC,Koka Labz,https://kokalabz.com,Testosterone Boosters,"1 capsule
",1.75 out of 3,17,18 ,100%,135 out of 286 (middle third within category),"3,027 out of 4,597 (middle third of all products)",January 04,2022,https://instagram.com/kokalabz,,,,,,,,,,,
Test HD Lean Build Black Onyx,MuscleTech,https://www.muscletech.com/,Testosterone Boosters,"3 tablets
",1.74 out of 3,12,23 ,100%,136 out of 286 (middle third within category),"3,029 out of 4,597 (middle third of all products)",February 07,2020,https://instagram.com/muscletech,,,,,,,,,,,
Revive,Bio-Kem Innovations,https://bkinnova.com,Testosterone Boosters,"2 capsules
",1.74 out of 3,12,22 ,100%,137 out of 286 (middle third within category),"3,032 out of 4,597 (middle third of all products)",December 25,2021,https://instagram.com/biokem_innovations,,,,,,,,,,,
Testrol Platinum,GAT Sport,https://gatsport.com/,Testosterone Boosters,"2 tablets
",1.73 out of 3,8,22 ,50%,138 out of 286 (middle third within category),"3,038 out of 4,597 (middle third of all products)",November 06,2022,https://instagram.com/gatsupplements,,,,,,,,,,,
Test X180 Alpha v2,Force Factor,https://forcefactor.com,Testosterone Boosters,"2 tablets
",1.73 out of 3,29,20 ,62%,139 out of 286 (middle third within category),"3,039 out of 4,597 (middle third of all products)",April 01,2021,https://instagram.com/forcefactor,,,,,,,,,,,
Sauce,Unbound Supplements,https://www.unboundsupplements.com,Testosterone Boosters,"4 capsules
",1.73 out of 3,10,25 ,100%,140 out of 286 (middle third within category),"3,042 out of 4,597 (middle third of all products)",June 12,2021,https://instagram.com/unboundsupps,Sauce shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Man Booster Plus,Revup Nutrition,https://revup-nutrition.com/,Testosterone Boosters,"4 capsules
",1.73 out of 3,11,16 ,100%,141 out of 286 (middle third within category),"3,044 out of 4,597 (middle third of all products)",July 09,2020,,,,,,,,,,,,
Hulkster 32,Juiced Upp,https://www.juicedupp.com,Testosterone Boosters,"1 capsule
",1.73 out of 3,11,24 ,100%,142 out of 286 (middle third within category),"3,048 out of 4,597 (middle third of all products)",February 26,2021,https://instagram.com/juiceduppsupplements,Hulkster 32 shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Goril-T,Osyris Nutrition Lab,https://www.osyrisnutritionlab.com/,Testosterone Boosters,"2 tablets
",1.73 out of 3,19,15 ,32%,143 out of 286 (middle third within category),"3,050 out of 4,597 (middle third of all products)",June 06,2020,https://instagram.com/osyrisnutritionlab,Goril-T shares at least 75% of its ingredient profile with 2 other products,,,,,,,,,,
Eclipse (for him),Day One,https://www.day1performance.com.au,Testosterone Boosters,"2 capsules
",1.73 out of 3,11,20 ,100%,144 out of 286 (middle third within category),"3,054 out of 4,597 (middle third of all products)",December 24,2021,https://instagram.com/day1performance,,,,,,,,,,,
Bull Boost,Osyris Nutrition Lab,https://www.osyrisnutritionlab.com/,Testosterone Boosters,"2 tablets
",1.73 out of 3,19,15 ,32%,145 out of 286 (middle third within category),"3,055 out of 4,597 (middle third of all products)",June 06,2020,https://instagram.com/osyrisnutritionlab,Bull Boost shares at least 75% of its ingredient profile with 2 other products,,,,,,,,,,
Red Wolf,Osyris Nutrition Lab,https://www.osyrisnutritionlab.com/,Testosterone Boosters,"1 tablet
",1.71 out of 3,19,23 ,100%,146 out of 286 (middle third within category),"3,068 out of 4,597 (bottom third of all products)",June 06,2020,https://instagram.com/osyrisnutritionlab,,,,,,,,,,,
Barracuda,MTS Nutrition,https://mtsnutrition.com/,Testosterone Boosters,8.8g,1.70 out of 3,7,19 ,100%,147 out of 286 (middle third within category),"3,083 out of 4,597 (bottom third of all products)",May 29,2022,https://instagram.com/mtsnutrition,,,,,,,,,,,
Levro Test AM Formula,Levrone Supplements,https://levrosupplements.com,Testosterone Boosters,"5 tablets
",1.69 out of 3,7,29 ,100%,148 out of 286 (middle third within category),"3,085 out of 4,597 (bottom third of all products)",March 25,2021,https://instagram.com/levrone_signature_series,Levro Test AM Formula shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Black Ox,Enhanced Labs,https://getenhanced.shop,Testosterone Boosters,"8 capsules
",1.69 out of 3,12,12 ,100%,149 out of 286 (middle third within category),"3,088 out of 4,597 (bottom third of all products)",March 22,2021,https://instagram.com/enhancedlabs.official,,,,,,,,,,,
Anabolic Freak (Canada),PharmaFreak,https://pharmafreak.com,Testosterone Boosters,"2 capsules
",1.69 out of 3,7,29 ,100%,150 out of 286 (middle third within category),"3,089 out of 4,597 (bottom third of all products)",January 23,2021,https://instagram.com/pharmafreak,Anabolic Freak (Canada) shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Pro Series Alpha Test,MuscleTech,https://www.muscletech.com/,Testosterone Boosters,"2 capsules
",1.68 out of 3,6,25 ,100%,151 out of 286 (middle third within category),"3,092 out of 4,597 (bottom third of all products)",April 08,2019,https://instagram.com/muscletech,,,,,,,,,,,
Vitamin T,MuscleMeds Performance Technologies,https://musclemedsrx.com,Testosterone Boosters,"3 tablets
",1.67 out of 3,33,23 ,100%,152 out of 286 (middle third within category),"3,093 out of 4,597 (bottom third of all products)",January 30,2022,https://instagram.com/musclemeds_carnivor,,,,,,,,,,,
GH Freak 2.0,PharmaFreak,https://pharmafreak.com,Testosterone Boosters,"2 capsules
",1.67 out of 3,6,31 ,100%,153 out of 286 (middle third within category),"3,095 out of 4,597 (bottom third of all products)",January 23,2021,https://instagram.com/pharmafreak,,,,,,,,,,,
Fortitude II,ANS Performance,https://ansperformance.com/,Testosterone Boosters,"4 capsules
",1.66 out of 3,10,15 ,100%,155 out of 286 (middle third within category),"3,100 out of 4,597 (bottom third of all products)",December 11,2019,https://instagram.com/ansperformance,,,,,,,,,,,
Supreme Test,Alpha Sports Nutrition,https://alphasports.co.za/,Testosterone Boosters,"4 capsules
",1.65 out of 3,10,24 ,100%,156 out of 286 (middle third within category),"3,101 out of 4,597 (bottom third of all products)",December 26,2020,https://instagram.com/alphasportsnutrition,,,,,,,,,,,
King Natural Test Booster,G Code Nutrition,https://gcodenutrition.com,Testosterone Boosters,"6 capsules
",1.65 out of 3,8,31 ,100%,157 out of 286 (middle third within category),"3,104 out of 4,597 (bottom third of all products)",July 26,2020,https://instagram.com/gcodenutrition,,,,,,,,,,,
GH Max,Universal Nutrition,https://www.universalusa.com/,Testosterone Boosters,"6 tablets
",1.65 out of 3,6,15 ,100%,158 out of 286 (middle third within category),"3,106 out of 4,597 (bottom third of all products)",July 14,2020,https://instagram.com/universalusa,,,,,,,,,,,
Black Tiger,Cloma Pharma,http://www.clomapharma.com/,Testosterone Boosters,"1 capsule
",1.65 out of 3,8,19 ,100%,159 out of 286 (middle third within category),"3,107 out of 4,597 (bottom third of all products)",January 24,2021,https://instagram.com/clomapharmalaboratories,,,,,,,,,,,
Norateen Black,LA Muscle,https://lamuscle.com,Testosterone Boosters,"1 capsule
",1.64 out of 3,10,27 ,100%,160 out of 286 (middle third within category),"3,108 out of 4,597 (bottom third of all products)",January 05,2021,https://instagram.com/lamuscle_usa,,,,,,,,,,,
T5 Testosterone Optimization,High Performance Nutrition,https://hpnsupplements.com,Testosterone Boosters,"3 capsules
",1.63 out of 3,8,22 ,100%,161 out of 286 (middle third within category),"3,111 out of 4,597 (bottom third of all products)",November 26,2020,https://instagram.com/highperformancenutrition,T5 Testosterone Optimization shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
T5,Ambrosia Collective,https://ambrosiacollective.com,Testosterone Boosters,"3 capsules
",1.63 out of 3,8,22 ,100%,162 out of 286 (middle third within category),"3,112 out of 4,597 (bottom third of all products)",May 14,2022,https://instagram.com/the_ambrosia_collective,T5 shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
N1-T,Universal Nutrition,https://www.universalusa.com/,Testosterone Boosters,"2 capsules
",1.63 out of 3,7,11 ,29%,163 out of 286 (middle third within category),"3,113 out of 4,597 (bottom third of all products)",July 14,2020,https://instagram.com/universalusa,,,,,,,,,,,
King Test,Muscle Rage,https://musclerage.co.uk,Testosterone Boosters,"10 capsules
",1.63 out of 3,6,23 ,100%,164 out of 286 (middle third within category),"3,114 out of 4,597 (bottom third of all products)",March 27,2021,https://instagram.com/musclerage,,,,,,,,,,,
Nugenix PM-ZMA,Nugenix,,Testosterone Boosters,"4 capsules
",1.62 out of 3,6,32 ,100%,165 out of 286 (middle third within category),"3,116 out of 4,597 (bottom third of all products)",August 24,2019,,,,,,,,,,,,
Bio Test,Global Formulas,,Testosterone Boosters,"4 capsules
",1.62 out of 3,12,22 ,100%,166 out of 286 (middle third within category),"3,119 out of 4,597 (bottom third of all products)",October 27,2019,,,,,,,,,,,,
Norateen II,LA Muscle,https://lamuscle.com,Testosterone Boosters,"1 capsule
",1.61 out of 3,7,28 ,100%,167 out of 286 (middle third within category),"3,120 out of 4,597 (bottom third of all products)",January 05,2021,https://instagram.com/lamuscle_usa,,,,,,,,,,,
Force X7,Alpha Wolf Nutrition,https://alphawolfnutrition.com,Testosterone Boosters,"3 capsules
",1.61 out of 3,13,24 ,100%,168 out of 286 (middle third within category),"3,121 out of 4,597 (bottom third of all products)",October 13,2019,,,,,,,,,,,,
Zeus Test,Origin Labs,https://originmaine.com/nutrition/jocko-fuel/,Testosterone Boosters,"3 capsules
",1.60 out of 3,8,18 ,100%,169 out of 286 (middle third within category),"3,122 out of 4,597 (bottom third of all products)",November 28,2019,https://instagram.com/jockofuel,,,,,,,,,,,
Vintage Boost,Old School Labs,https://www.oldschoollabs.com/,Testosterone Boosters,"6 capsules
",1.60 out of 3,8,27 ,100%,170 out of 286 (middle third within category),"3,123 out of 4,597 (bottom third of all products)",July 12,2019,,Vintage Boost shares at least 75% of its ingredient profile with one other product,,,,,,,,,,
Triumph,Cutler Nutrition,https://jaycutler.com,Testosterone Boosters,"2 capsules
",1.60 out of 3,6,27 ,100%,171 out of 286 (middle third within category),"3,125 out of 4,597 (bottom third of all products)",September 02,2019,https://instagram.com/cutlernutrition,,,,,,,,,,,
Testo Punch,Scitec Nutrition,https://www.scitecnutrition.com,Testosterone Boosters,"4 capsules
",1.60 out of 3,12,24 ,100%,172 out of 286 (middle third within category),"3,126 out of 4,597 (bottom third of all products)",March 27,2021,https://instagram.com/scitecnutrition,,,,,,,,,,,
Test Boot,Amazing Muscle,https://www.amazingmuscle.com,Testosterone Boosters,"4 capsules
",1.60 out of 3,9,24 ,100%,173 out of 286 (middle third within category),"3,127 out of 4,597 (bottom third of all products)",December 27,2020,https://instagram.com/officialamazingmuscle,,,,,,,,,,,
Test Booster,Iron Kingdom,https://www.ironkingdom.com,Testosterone Boosters,"6 capsules
",1.60 out of 3,9,25 ,100%,174 out of 286 (middle third within category),"3,128 out of 4,597 (bottom third of all products)",November 18,2021,https://instagram.com/ironkingdomnutrition,,,,,,,,,,,
T-MAXX,Muscle Militia,https://www.musclemilitia.com/,Testosterone Boosters,"3 capsules
",1.60 out of 3,9,19 ,100%,175 out of 286 (middle third within category),"3,129 out of 4,597 (bottom third of all products)",July 12,2020,https://instagram.com/getmusclemilitia,,,,,,,,,,,
Essential Test,Furious Formulations,https://furiousformulations.com/,Testosterone Boosters,"2 capsules
",1.60 out of 3,5,20 ,100%,176 out of 286 (middle third within category),"3,131 out of 4,597 (bottom third of all products)",May 29,2020,,,,,,,,,,,,
D-Pol,Purus Labs,https://puruslabs.com,Testosterone Boosters,4.6g,1.59 out of 3,7,34 ,100%,177 out of 286 (middle third within category),"3,133 out of 4,597 (bottom third of all products)",April 02,2021,https://instagram.com/puruslabs,,,,,,,,,,,
Be Hard,Become Nutrition,https://becomenutrition.com/,Testosterone Boosters,"4 capsules
",1.59 out of 3,13,19 ,100%,178 out of 286 (middle third within category),"3,134 out of 4,597 (bottom third of all products)",August 22,2020,https://instagram.com/becomenutrition,,,,,,,,,,,
Alpha Forge,Primal Muscle,https://primalmuscle.com,Testosterone Boosters,"5 capsules
",1.59 out of 3,12,16 ,100%,179 out of 286 (middle third within category),"3,135 out of 4,597 (bottom third of all products)",May 12,2019,https://instagram.com/primalmuscle,,,,,,,,,,,
Power Upp,Juiced Upp,https://www.juicedupp.com,Testosterone Boosters,"2 capsules
",1.58 out of 3,9,14 ,100%,180 out of 286 (middle third within category),"3,136 out of 4,597 (bottom third of all products)",February 26,2021,https://instagram.com/juiceduppsupplements,Power Upp shares at least 75% of its ingredient profile with 4 other products,,,,,,,,,,
Major Load,Osyris Nutrition Lab,https://www.osyrisnutritionlab.com/,Testosterone Boosters,"2 capsules
",1.58 out of 3,9,14 ,100%,181 out of 286 (middle third within category),"3,137 out of 4,597 (bottom third of all products)",June 06,2020,https://instagram.com/osyrisnutritionlab,Major Load shares at least 75% of its ingredient profile with 4 other products,,,,,,,,,,
Delta XT,Man Sports,https://mansports.com/,Testosterone Boosters,"3 capsules
",1.58 out of 3,7,19 ,100%,182 out of 286 (middle third within category),"3,138 out of 4,597 (bottom third of all products)",July 04,2019,https://instagram.com/mansports,,,,,,,,,,,
Bull Blood,Osyris Nutrition Lab,https://www.osyrisnutritionlab.com/,Testosterone Boosters,"2 capsules
",1.58 out of 3,9,14 ,100%,183 out of 286 (middle third within category),"3,139 out of 4,597 (bottom third of all products)",June 06,2020,https://instagram.com/osyrisnutritionlab,Bull Blood shares at least 75% of its ingredient profile with 4 other products,,,,,,,,,,
TestoROL,Yamamoto Nutrition,https://www.yamamotonutrition.com,Testosterone Boosters,"3 tablets
",1.57 out of 3,7,30 ,100%,184 out of 286 (middle third within category),"3,140 out of 4,597 (bottom third of all products)",February 10,2022,https://instagram.com/yamamotonutrition,,,,,,,,,,,
Test X,Applied Nutrition,https://www.appliednutrition.uk/,Testosterone Boosters,"4 capsules
",1.57 out of 3,13,18 ,100%,185 out of 286 (middle third within category),"3,141 out of 4,597 (bottom third of all products)",January 02,2021,https://instagram.com/appliednutrition.uk,,,,,,,,,,,
Iron Brothers Testosterone Booster,Iron Brother Supplements,https://www.ironbrothers.com/,Testosterone Boosters,"3 capsules
",1.57 out of 3,12,24 ,100%,186 out of 286 (middle third within category),"3,142 out of 4,597 (bottom third of all products)",March 19,2020,https://instagram.com/ironbrotherssupplements,,,,,,,,,,,
Immortal AF,Swole AF Nutrition,https://swoleaf.com,Testosterone Boosters,"3 capsules
",1.57 out of 3,8,20 ,100%,187 out of 286 (middle third within category),"3,143 out of 4,597 (bottom third of all products)",December 22,2020,https://instagram.com/swole_af_nutrition,,,,,,,,,,,
HQ Test Booster,High Quality Nutrition,https://www.hqnutrition.ca,Testosterone Boosters,"3 capsules
",1.57 out of 3,6,29 ,100%,188 out of 286 (middle third within category),"3,144 out of 4,597 (bottom third of all products)",March 14,2021,https://instagram.com/hq.nutrition,,,,,,,,,,,
Testoxx,Trec Nutrition,https://trecnutrition.com,Testosterone Boosters,"1 capsule
",1.56 out of 3,8,26 ,100%,189 out of 286 (middle third within category),"3,145 out of 4,597 (bottom third of all products)",January 31,2022,https://instagram.com/trecnutrition,,,,,,,,,,,
Test,Biochem Protein,https://biochemprotein.com,Testosterone Boosters,"1 capsule
",1.56 out of 3,5,29 ,100%,190 out of 286 (middle third within category),"3,146 out of 4,597 (bottom third of all products)",May 17,2022,https://instagram.com/biochemprotein,,,,,,,,,,,
Alpha One,Relentless Labz,https://www.relentlesslabz.com/,Testosterone Boosters,"2 capsules
",1.56 out of 3,9,21 ,100%,191 out of 286 (bottom third within category),"3,898 out of 4,597 (bottom third of all products)",March 19,2020,,,,,,,,,,,,
Testoxeed,Olimp Sport Nutrition,https://olimpsport.com,Testosterone Boosters,"1 capsule
",1.55 out of 3,15,18 ,100%,192 out of 286 (bottom third within category),"3,902 out of 4,597 (bottom third of all products)",January 23,2022,https://instagram.com/olimp_sport_nutrition,,,,,,,,,,,
Terminator-Test,Killer Labz,https://killerlabz.com/,Testosterone Boosters,"3 capsules
",1.55 out of 3,7,19 ,100%,193 out of 286 (bottom third within category),"3,903 out of 4,597 (bottom third of all products)",May 17,2022,https://instagram.com/killerlabz,,,,,,,,,,,
Just Test Me,Spazmatic Supplements,https://www.spazmaticsupps.com,Testosterone Boosters,"12 capsules
",1.55 out of 3,13,24 ,100%,194 out of 286 (bottom third within category),"3,907 out of 4,597 (bottom third of all products)",January 01,2021,https://instagram.com/SpazmaticSupps,,,,,,,,,,,
Alpha-AF,Steel Supplements,https://steelsupplements.com/,Testosterone Boosters,"3 capsules
",1.55 out of 3,9,18 ,100%,195 out of 286 (bottom third within category),"3,913 out of 4,597 (bottom third of all products)",January 19,2020,https://instagram.com/steelsupplements,,,,,,,,,,,
Warrior Test,Warrior Supplements,https://teamwarrior.com,Testosterone Boosters,12g,1.54 out of 3,10,22 ,100%,196 out of 286 (bottom third within category),"3,915 out of 4,597 (bottom third of all products)",November 25,2020,https://instagram.com/warriorsupps,,,,,,,,,,,
Testo Booster,Snap Supplements,https://snapsupplements.com,Testosterone Boosters,"3 capsules
",1.53 out of 3,9,22 ,100%,197 out of 286 (bottom third within category),"3,922 out of 4,597 (bottom third of all products)",May 17,2022,https://instagram.com/snap_supplements,,,,,,,,,,,
Testo Booster,QRP Nutrition,https://www.qrpnutrition.com,Testosterone Boosters,"5 capsules
",1.52 out of 3,9,24 ,100%,198 out of 286 (bottom third within category),"3,940 out of 4,597 (bottom third of all products)",January 17,2021,https://instagram.com/qrp.nutrition,,,,,,,,,,,
Norateen Testo 247 Night,LA Muscle,https://lamuscle.com,Testosterone Boosters,"1 capsule
",1.52 out of 3,6,24 ,100%,199 out of 286 (bottom third within category),"3,943 out of 4,597 (bottom third of all products)",January 05,2021,https://instagram.com/lamuscle_usa,,,,,,,,,,,
Demon Test,Spitfire Labs,https://www.a1supplements.com/brands/spitfire-labs,Testosterone Boosters,"6 capsules
",1.51 out of 3,19,24 ,100%,200 out of 286 (bottom third within category),"3,950 out of 4,597 (bottom third of all products)",April 02,2021,,,,,,,,,,,,
D1-T,SirenLabs,https://fitlifebrands.com/shop-by-brand/sirenlabs/,Testosterone Boosters,"4 capsules
",1.51 out of 3,9,27 ,100%,201 out of 286 (bottom third within category),"3,951 out of 4,597 (bottom third of all products)",April 07,2021,https://instagram.com/siren_labs,,,,,,,,,,,
Alpha,Braniak Labz,https://braniaklabz.com,Testosterone Boosters,"7 capsules
",1.51 out of 3,8,24 ,100%,202 out of 286 (bottom third within category),"3,953 out of 4,597 (bottom third of all products)",October 03,2020,https://instagram.com/braniaklabz,,,,,,,,,,,
TestoFreak,Goliath Labs,https://www.goliathlabs.com/,Testosterone Boosters,"2 capsules
",1.50 out of 3,12,11 ,17%,203 out of 286 (bottom third within category),"3,956 out of 4,597 (bottom third of all products)",April 02,2021,,,,,,,,,,,,
